name	g1	g2	mean1	mean2	pvalue	fold_change	enriched	qval	Project
808	Inoviridae	Control	Disease	0.0013228553435896	0.00179856997632021	0.0315054349997705	1.35961198254659	Disease	0.107616796977564	QianY_2020.PD
809	Salasmaviridae	Control	Disease	0.00072542305214236	0.00325022203314145	0.0318864583637228	4.48045043997804	Disease	0.107616796977564	QianY_2020.PD
810	Gratiaviridae	Control	Disease	0.00875597353364699	0.000597032475352208	0.0912674380355136	14.6658245491279	Control	0.189555448227605	QianY_2020.PD
811	Flandersviridae	Control	Disease	0.0190442380685138	0.00896333730913387	0.473450251388316	2.12468162378618	Control	0.511326271499381	QianY_2020.PD
812	Autographiviridae	Control	Disease	0.00120827711692656	0.00134406231662704	0.122488562043577	1.11237918669343	Disease	0.220479411678438	QianY_2020.PD
813	Caulimoviridae	Control	Disease	5.82316130320371e-07	5.17682743340679e-07	0.977881394149942	1.12485134536764	Control	0.989835955075289	QianY_2020.PD
814	Mitoviridae	Control	Disease	7.88243705619335e-07	4.02500508363162e-06	0.0789337028983558	5.10629524211565	Disease	0.1776008315213	QianY_2020.PD
815	Metaviridae	Control	Disease	1.9096236725e-05	9.4042365075e-05	0.0732003637379605	4.92465434050069	Disease	0.1776008315213	QianY_2020.PD
816	Circoviridae	Control	Disease	5.14530722848127e-05	0.000162626699426179	0.00203980844616152	3.16068005669276	Disease	0.0275044437562663	QianY_2020.PD
817	Herelleviridae	Control	Disease	1.90401178043674e-07	4.17290327968222e-05	0.000227256712900228	219.163732207846	Disease	0.00613593124830616	QianY_2020.PD
818	Drexlerviridae	Control	Disease	1.93328675041387e-06	9.00333131503193e-06	0.0554970506103029	4.65700771657622	Disease	0.149842036647818	QianY_2020.PD
819	Guelinviridae	Control	Disease	9.841295e-08	7.2071725e-08	0.989835955075289	1.36548625691976	Control	0.989835955075289	QianY_2020.PD
820	Chaseviridae	Control	Disease	1.34083725e-08	1e-09	0.329560259960621	13.4083725	Control	0.370755292455698	QianY_2020.PD
821	Schitoviridae	Control	Disease	5.2845165e-07	6.5737421225e-06	0.136773470696749	12.43962834159	Disease	0.230805231800764	QianY_2020.PD
822	Retroviridae	Control	Disease	0.00055650062881	0.00112665063916	0.147564780207995	2.02452716283392	Disease	0.23436759209505	QianY_2020.PD
823	Rountreeviridae	Control	Disease	1e-09	5.10535e-08	0.329560259960621	51.0535	Disease	0.370755292455698	QianY_2020.PD
824	Bornaviridae	Control	Disease	3.687069675e-06	7.663161325e-06	0.233653166158917	2.07838798842335	Disease	0.315431774314538	QianY_2020.PD
825	Ackermannviridae	Control	Disease	5.2757925e-09	1.900286515e-06	0.0462927434604834	360.189775280207	Disease	0.13887823038145	QianY_2020.PD
826	Zobellviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QianY_2020.PD
827	Demerecviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QianY_2020.PD
828	Polyomaviridae	Control	Disease	1e-09	2.81374e-07	0.329560259960621	281.374	Disease	0.370755292455698	QianY_2020.PD
829	Adenoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QianY_2020.PD
830	Smacoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QianY_2020.PD
831	Parvoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QianY_2020.PD
832	Papillomaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QianY_2020.PD
833	Alphaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QianY_2020.PD
834	Betaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QianY_2020.PD
835	Redondoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QianY_2020.PD
836	Tectiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QianY_2020.PD
837	Potyviridae	Control	Disease	7.00027075e-05	3.07487e-05	0.320393931696615	2.27660705981066	Control	0.370755292455698	QianY_2020.PD
838	Anelloviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QianY_2020.PD
839	Iflaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QianY_2020.PD
840	Secoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QianY_2020.PD
841	Siphoviridae	Control	Disease	0.0837425953766583	0.0939776535141199	0.0775080776961679	1.12222045533013	Disease	0.300343801072651	QinJ_2012.T2D
842	unknown	Control	Disease	0.809148622036913	0.785195037242878	0.0360609436244187	1.03050654125139	Control	0.159698464622426	QinJ_2012.T2D
843	Myoviridae	Control	Disease	0.0547690186924625	0.05705812028349	0.916428183600532	1.04179555605846	Disease	0.94697578972055	QinJ_2012.T2D
844	Quimbyviridae	Control	Disease	0.0201749721742657	0.0190697166898351	0.130651537383374	1.05795867355595	Control	0.387484877121834	QinJ_2012.T2D
845	Podoviridae	Control	Disease	0.00322776426556965	0.00520536183450348	0.0006332836924965	1.61268339513785	Disease	0.0065439314891305	QinJ_2012.T2D
846	Microviridae	Control	Disease	0.00755561651561605	0.00949221912828939	0.000278389843916425	1.25631298368184	Disease	0.00431504258070459	QinJ_2012.T2D
847	Podoviridae_crAss-like	Control	Disease	0.010548522018441	0.0125485137130717	0.787237189517294	1.18959923400969	Disease	0.871584031251289	QinJ_2012.T2D
848	Inoviridae	Control	Disease	0.002461915009044	0.00248680325560588	0.525446228543827	1.01010930372107	Disease	0.639572253955048	QinJ_2012.T2D
849	Salasmaviridae	Control	Disease	0.00094791461168076	0.00155959512509857	0.174993170313086	1.64529073176036	Disease	0.387484877121834	QinJ_2012.T2D
850	Gratiaviridae	Control	Disease	0.00105306034869591	0.00328589945394699	0.249188908505444	3.12033347188144	Disease	0.482803510229298	QinJ_2012.T2D
851	Flandersviridae	Control	Disease	0.00495382224438201	0.00815904389347368	0.0121024600189207	1.6470199153243	Disease	0.0750352521173085	QinJ_2012.T2D
852	Autographiviridae	Control	Disease	0.00112957677071651	0.00162121088781856	0.00023909525929923	1.43523745339611	Disease	0.00431504258070459	QinJ_2012.T2D
853	Caulimoviridae	Control	Disease	2.70320235362605e-06	2.45428853448488e-06	0.151918221823188	1.10141994946549	Control	0.387484877121834	QinJ_2012.T2D
854	Mitoviridae	Control	Disease	3.15039116914826e-06	3.87403833199152e-06	0.343948564657977	1.22970073365172	Disease	0.507733595447491	QinJ_2012.T2D
855	Metaviridae	Control	Disease	1.29299430976177e-05	1.8366482470343e-05	0.0946295346811343	1.42046119860551	Disease	0.325946175012796	QinJ_2012.T2D
856	Circoviridae	Control	Disease	7.92918408742775e-05	8.73687043724866e-05	0.234042516177318	1.10186247928101	Disease	0.482803510229298	QinJ_2012.T2D
857	Herelleviridae	Control	Disease	2.69739538381847e-06	5.1224003047227e-06	0.536415438801008	1.89901722804588	Disease	0.639572253955048	QinJ_2012.T2D
858	Drexlerviridae	Control	Disease	0.000144084588283798	9.87086026624752e-05	0.024935077314426	1.45969636280316	Control	0.128831232791201	QinJ_2012.T2D
859	Guelinviridae	Control	Disease	5.01065417486339e-06	7.22628136021505e-06	0.837437549080771	1.44218321760593	Disease	0.895191862810479	QinJ_2012.T2D
860	Chaseviridae	Control	Disease	1e-09	7.85639892473118e-09	0.161265214892713	7.85639892473118	Disease	0.387484877121834	QinJ_2012.T2D
861	Schitoviridae	Control	Disease	1.44132880076503e-05	6.69124690591398e-05	0.442023550019037	4.6424153200591	Disease	0.570947085441256	QinJ_2012.T2D
862	Retroviridae	Control	Disease	2.02283547923497e-05	4.78319070145161e-05	0.0012906355171679	2.36459699790345	Disease	0.0100024252580513	QinJ_2012.T2D
863	Rountreeviridae	Control	Disease	2.14466174863388e-08	5.52137795698925e-07	0.418673560553751	25.7447495415363	Disease	0.564299146833316	QinJ_2012.T2D
864	Bornaviridae	Control	Disease	1.01579387978142e-07	1.20961629032258e-07	0.740945768339577	1.19080879930372	Disease	0.850715511797292	QinJ_2012.T2D
865	Ackermannviridae	Control	Disease	7.42650983606557e-09	1.20410172043011e-07	0.99782881450558	16.2135612422217	Disease	0.99782881450558	QinJ_2012.T2D
866	Zobellviridae	Control	Disease	4.59702295081967e-09	1e-09	0.31598479626718	4.59702295081967	Control	0.502039442640598	QinJ_2012.T2D
867	Demerecviridae	Control	Disease	8.09645300546448e-09	1.96999106612903e-06	0.408493438846488	243.315321511709	Disease	0.564299146833316	QinJ_2012.T2D
868	Polyomaviridae	Control	Disease	1e-09	2.6427752688172e-08	0.323896414606837	26.427752688172	Disease	0.502039442640598	QinJ_2012.T2D
869	Adenoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QinJ_2012.T2D
870	Smacoviridae	Control	Disease	1.67018797814208e-06	1.50779247311828e-07	0.17077650592703	11.0770414889255	Control	0.387484877121834	QinJ_2012.T2D
871	Parvoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QinJ_2012.T2D
872	Papillomaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QinJ_2012.T2D
873	Alphaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QinJ_2012.T2D
874	Betaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QinJ_2012.T2D
875	Redondoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QinJ_2012.T2D
876	Tectiviridae	Control	Disease	2.88672349726776e-07	1e-09	0.31598479626718	288.672349726776	Control	0.502039442640598	QinJ_2012.T2D
877	Potyviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QinJ_2012.T2D
878	Anelloviridae	Control	Disease	1e-09	2.31189838709677e-08	0.323896414606837	23.1189838709677	Disease	0.502039442640598	QinJ_2012.T2D
879	Iflaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QinJ_2012.T2D
880	Secoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QinJ_2012.T2D
881	Siphoviridae	Control	Disease	0.0782422303751684	0.0876620508671959	0.317603215756932	1.120393046656	Disease	0.409822489293255	QinN_2014.LC
882	unknown	Control	Disease	0.808239551677679	0.797475278505145	0.637186746729692	1.01349793963859	Control	0.707985274144102	QinN_2014.LC
883	Myoviridae	Control	Disease	0.0521990598910658	0.0575703781615031	0.844656686777079	1.10290067065665	Disease	0.844656686777079	QinN_2014.LC
884	Quimbyviridae	Control	Disease	0.0191863847133712	0.0214958145509163	0.443067474203167	1.12036816065382	Disease	0.5316809690438	QinN_2014.LC
885	Podoviridae	Control	Disease	0.00218439930852134	0.00351169337276811	0.0695753100553722	1.60762428328419	Disease	0.149089950118655	QinN_2014.LC
886	Microviridae	Control	Disease	0.0071553781802588	0.0062635185962473	7.39767417817779e-05	1.1423895483516	Control	0.000443860450690667	QinN_2014.LC
887	Podoviridae_crAss-like	Control	Disease	0.0179231877627556	0.00414720302592477	8.72560817492068e-08	4.32175315525069	Control	1.3088412262381e-06	QinN_2014.LC
888	Inoviridae	Control	Disease	0.00234314943697726	0.00188050069985243	3.20940107197519e-05	1.24602423022822	Control	0.000240705080398139	QinN_2014.LC
889	Salasmaviridae	Control	Disease	0.00145002970391084	0.000691473594478123	0.000489274709200981	2.09701384910471	Control	0.00209689161086135	QinN_2014.LC
890	Gratiaviridae	Control	Disease	0.000534097499401249	0.000380325464065962	2.76152093501305e-06	1.40431695972011	Control	2.76152093501305e-05	QinN_2014.LC
891	Flandersviridae	Control	Disease	0.0059210739512419	0.00244452753248101	0.000314872740938726	2.42217519441578	Control	0.00157436370469363	QinN_2014.LC
892	Autographiviridae	Control	Disease	0.000648663352735757	0.00436606050574558	0.0476942267044914	6.73085736589187	Disease	0.119235566761229	QinN_2014.LC
893	Caulimoviridae	Control	Disease	5.29348850195307e-06	2.80247885814968e-05	0.0750715849800654	5.29420033143679	Disease	0.150143169960131	QinN_2014.LC
894	Mitoviridae	Control	Disease	3.64058128859712e-06	3.83626926410268e-05	0.208906293201866	10.5375184894744	Disease	0.329852041897683	QinN_2014.LC
895	Metaviridae	Control	Disease	0.000352784407935837	2.34823301227931e-05	0.108545604226185	15.0233987040922	Control	0.201510387267711	QinN_2014.LC
896	Circoviridae	Control	Disease	0.000117675290112251	4.86270341986257e-05	4.4998021613643e-08	2.41995614274122	Control	1.3088412262381e-06	QinN_2014.LC
897	Herelleviridae	Control	Disease	1.77334532625203e-06	3.26649770716446e-07	0.683873381280571	5.42888893619158	Control	0.732721479943469	QinN_2014.LC
898	Drexlerviridae	Control	Disease	0.0005860986702817	0.000171966318373182	0.0516898172239541	3.40821781745548	Control	0.11928419359374	QinN_2014.LC
899	Guelinviridae	Control	Disease	8.47718928070175e-06	3.2204985042735e-06	0.0476880971031491	2.63225996517396	Control	0.119235566761229	QinN_2014.LC
900	Chaseviridae	Control	Disease	1e-09	9.83859829059829e-09	0.327857991434604	9.83859829059829	Disease	0.409822489293255	QinN_2014.LC
901	Schitoviridae	Control	Disease	4.29836680938596e-05	0.000591010161452991	0.114189219451703	13.7496446362478	Disease	0.201510387267711	QinN_2014.LC
902	Retroviridae	Control	Disease	0.00280791303783684	0.0110806753137128	0.00578178988478588	3.94623165475564	Disease	0.021681712067947	QinN_2014.LC
903	Rountreeviridae	Control	Disease	1.94656e-07	6.17762744273504e-05	0.0148841348431467	317.361265141328	Disease	0.0496137828104888	QinN_2014.LC
904	Bornaviridae	Control	Disease	1.50483682631579e-05	6.22564742905983e-05	0.137445085127486	4.13709135780638	Disease	0.229075141879144	QinN_2014.LC
905	Ackermannviridae	Control	Disease	1e-09	1.93716136752137e-08	0.0473961928026573	19.3716136752137	Disease	0.119235566761229	QinN_2014.LC
906	Zobellviridae	Control	Disease	2.94015277754386e-05	2.55656e-08	0.735209561733691	1150.04254840249	Control	0.760561615586577	QinN_2014.LC
907	Demerecviridae	Control	Disease	1.3999700877193e-08	1.3718739025641e-06	0.468912217577538	97.9930867522343	Disease	0.541052558743313	QinN_2014.LC
908	Polyomaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QinN_2014.LC
909	Adenoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QinN_2014.LC
910	Smacoviridae	Control	Disease	9.37829824561404e-07	1e-09	0.315179243767541	937.829824561404	Control	0.409822489293255	QinN_2014.LC
911	Parvoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QinN_2014.LC
912	Papillomaviridae	Control	Disease	1e-09	3.0461094017094e-08	0.327857991434604	30.461094017094	Disease	0.409822489293255	QinN_2014.LC
913	Alphaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QinN_2014.LC
914	Betaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QinN_2014.LC
915	Redondoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QinN_2014.LC
916	Tectiviridae	Control	Disease	5.67702807017544e-07	1e-09	0.315179243767541	567.702807017544	Control	0.409822489293255	QinN_2014.LC
917	Potyviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QinN_2014.LC
918	Anelloviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QinN_2014.LC
919	Iflaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QinN_2014.LC
920	Secoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QinN_2014.LC
921	Siphoviridae	Control	Disease	0.135440805073781	0.120240704117041	0.022771564008706	1.12641393834441	Control	0.104749194440048	QiX_2019.PCOS
922	unknown	Control	Disease	0.74101941454414	0.759829266272819	0.0184977246775498	1.02538375022232	Disease	0.104749194440048	QiX_2019.PCOS
923	Myoviridae	Control	Disease	0.0924599229348855	0.0891805274028453	0.33577485295789	1.03677255144754	Control	0.517327637360123	QiX_2019.PCOS
924	Quimbyviridae	Control	Disease	0.00882413660145348	0.0119683930384604	0.00179377608647806	1.35632454244748	Disease	0.0206284249944977	QiX_2019.PCOS
925	Podoviridae	Control	Disease	0.00181627566977985	0.00152139206085232	0.55725813081609	1.19382486376479	Control	0.712052056042782	QiX_2019.PCOS
926	Microviridae	Control	Disease	0.00469036111707158	0.00539223674206893	0.343691810515017	1.1496421293539	Disease	0.517327637360123	QiX_2019.PCOS
927	Podoviridae_crAss-like	Control	Disease	0.00665804047157686	0.00409780560027524	0.661217513247343	1.62478192502096	Control	0.760400140234445	QiX_2019.PCOS
928	Inoviridae	Control	Disease	0.00333865616309378	0.00372565909959159	0.359880095554868	1.11591578095877	Disease	0.517327637360123	QiX_2019.PCOS
929	Salasmaviridae	Control	Disease	0.000387699265899011	0.00027431174321922	5.04238516975093e-05	1.41335278376754	Control	0.00115974858904271	QiX_2019.PCOS
930	Gratiaviridae	Control	Disease	0.000203796237001591	8.96518783645321e-05	0.0562049632204384	2.27319539444493	Control	0.182947809873728	QiX_2019.PCOS
931	Flandersviridae	Control	Disease	0.00378765906615683	0.00269009699557487	0.772163055532061	1.4080009279916	Control	0.845702394154162	QiX_2019.PCOS
932	Autographiviridae	Control	Disease	0.000733056597596621	0.000709109560691447	0.108660020420349	1.03377057401655	Control	0.242975413555584	QiX_2019.PCOS
933	Caulimoviridae	Control	Disease	3.87606529164795e-07	1.65837431493912e-06	0.0736676926151358	4.27849943217557	Disease	0.188261881127569	QiX_2019.PCOS
934	Mitoviridae	Control	Disease	9.06829514540253e-07	4.06281260472396e-06	0.116205632570062	4.4802386110952	Disease	0.242975413555584	QiX_2019.PCOS
935	Metaviridae	Control	Disease	2.30179369767442e-06	1.04012714207325e-05	0.904591554016537	4.51876787708703	Disease	0.918028031784035	QiX_2019.PCOS
936	Circoviridae	Control	Disease	9.69146910787938e-05	5.47934908933631e-05	0.00947887608640298	1.76872634867169	Control	0.0726713833290895	QiX_2019.PCOS
937	Herelleviridae	Control	Disease	1.37440938245469e-05	4.83485519313213e-06	0.918028031784035	2.8427105415836	Control	0.918028031784035	QiX_2019.PCOS
938	Drexlerviridae	Control	Disease	3.16227293757892e-05	1.57295113997789e-05	0.144458401057987	2.01040760720856	Control	0.276878602027809	QiX_2019.PCOS
939	Guelinviridae	Control	Disease	2.79136e-07	3.26124285714286e-08	0.492282957809902	8.55919084310539	Control	0.666029884095749	QiX_2019.PCOS
940	Chaseviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QiX_2019.PCOS
941	Schitoviridae	Control	Disease	2.1453033e-06	7.40217131693878e-05	0.0553960020098798	34.5040783601031	Disease	0.182947809873728	QiX_2019.PCOS
942	Retroviridae	Control	Disease	0.000490743546904651	0.000114948082191837	0.0636340208256446	4.26926258835402	Control	0.182947809873728	QiX_2019.PCOS
943	Rountreeviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QiX_2019.PCOS
944	Bornaviridae	Control	Disease	1.06003923255814e-06	3.68590387755102e-07	0.653911518423574	2.87592750048178	Control	0.760400140234445	QiX_2019.PCOS
945	Ackermannviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QiX_2019.PCOS
946	Zobellviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QiX_2019.PCOS
947	Demerecviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QiX_2019.PCOS
948	Polyomaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QiX_2019.PCOS
949	Adenoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QiX_2019.PCOS
950	Smacoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QiX_2019.PCOS
951	Parvoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QiX_2019.PCOS
952	Papillomaviridae	Control	Disease	7.74441162790698e-08	1e-09	0.295697492725808	77.4441162790698	Control	0.517327637360123	QiX_2019.PCOS
953	Alphaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QiX_2019.PCOS
954	Betaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QiX_2019.PCOS
955	Redondoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QiX_2019.PCOS
956	Tectiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QiX_2019.PCOS
957	Potyviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QiX_2019.PCOS
958	Anelloviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QiX_2019.PCOS
959	Iflaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QiX_2019.PCOS
960	Secoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	QiX_2019.PCOS
961	Siphoviridae	Control	Disease	0.115613739692391	0.118045808734114	0.616800110271549	1.02103615926787	Disease	0.767000912825846	WangM_2019.ASD
962	unknown	Control	Disease	0.774812913832027	0.741738954897894	0.206823277941861	1.04458975589153	Control	0.521383158358647	WangM_2019.ASD
963	Myoviridae	Control	Disease	0.0816924408040554	0.0813237604390643	0.585148019051807	1.00453348889673	Control	0.767000912825846	WangM_2019.ASD
964	Quimbyviridae	Control	Disease	0.0141742986124112	0.0119650820981654	0.219360138761943	1.18463864235286	Control	0.521383158358647	WangM_2019.ASD
965	Podoviridae	Control	Disease	0.00285841706267501	0.00297715356850887	0.175950557688404	1.04153925170134	Disease	0.521383158358647	WangM_2019.ASD
966	Microviridae	Control	Disease	0.00570484084589879	0.00780456117461818	0.194814845417009	1.36805940523808	Disease	0.521383158358647	WangM_2019.ASD
967	Podoviridae_crAss-like	Control	Disease	0.00112148390006195	0.0230268754855706	0.00169633424022567	20.5325065159639	Disease	0.0195078437625952	WangM_2019.ASD
968	Inoviridae	Control	Disease	0.00206569812323699	0.00164369404938677	0.065424408547771	1.25674125547127	Control	0.300952279319746	WangM_2019.ASD
969	Salasmaviridae	Control	Disease	0.000273194815181453	0.000351247989529118	0.707442639931146	1.28570518183452	Disease	0.813559035920817	WangM_2019.ASD
970	Gratiaviridae	Control	Disease	5.62916991619808e-05	0.000190446385273632	0.228015619574671	3.38320548338074	Disease	0.521383158358647	WangM_2019.ASD
971	Flandersviridae	Control	Disease	0.0005412293194654	0.00927741630779896	0.855613961910155	17.1413779226941	Disease	0.873049489654494	WangM_2019.ASD
972	Autographiviridae	Control	Disease	0.00055705960977491	0.00110737683520539	0.00150908410852442	1.98789647602138	Disease	0.0195078437625952	WangM_2019.ASD
973	Caulimoviridae	Control	Disease	3.64716930718542e-06	4.1413116002417e-06	0.0122393799976437	1.13548652432525	Disease	0.0938352466486017	WangM_2019.ASD
974	Mitoviridae	Control	Disease	8.14721813267816e-06	1.06635770828377e-05	0.250324900717805	1.30886112402791	Disease	0.521383158358647	WangM_2019.ASD
975	Metaviridae	Control	Disease	1.0205529058867e-05	3.79337409756098e-06	0.030141439257694	2.690356605068	Control	0.17331327573174	WangM_2019.ASD
976	Circoviridae	Control	Disease	6.41332398571688e-05	3.81118644593881e-05	0.855194274437191	1.68276311765091	Control	0.873049489654494	WangM_2019.ASD
977	Herelleviridae	Control	Disease	9.21307211962287e-08	3.89680296239202e-07	0.873049489654494	4.22964556425456	Disease	0.873049489654494	WangM_2019.ASD
978	Drexlerviridae	Control	Disease	7.27746917099581e-06	1.29788171484592e-05	0.272025995665381	1.78342454547056	Disease	0.521383158358647	WangM_2019.ASD
979	Guelinviridae	Control	Disease	9.73599677419355e-08	5.67257658536585e-07	0.430516565930148	5.82639530078904	Disease	0.692984236415947	WangM_2019.ASD
980	Chaseviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	WangM_2019.ASD
981	Schitoviridae	Control	Disease	1.02417937096774e-06	6.570725e-07	0.451946241140835	1.55870070801585	Control	0.692984236415947	WangM_2019.ASD
982	Retroviridae	Control	Disease	0.000430862062058064	0.000473671894360976	0.516834128622262	1.09935855595739	Disease	0.742949059894502	WangM_2019.ASD
983	Rountreeviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	WangM_2019.ASD
984	Bornaviridae	Control	Disease	2.91260616129032e-06	2.64335812195122e-06	0.633609449725699	1.10185832827689	Control	0.767000912825846	WangM_2019.ASD
985	Ackermannviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	WangM_2019.ASD
986	Zobellviridae	Control	Disease	1e-09	1.09865268292683e-08	0.400074005550259	10.9865268292683	Disease	0.692984236415947	WangM_2019.ASD
987	Demerecviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	WangM_2019.ASD
988	Polyomaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	WangM_2019.ASD
989	Adenoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	WangM_2019.ASD
990	Smacoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	WangM_2019.ASD
991	Parvoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	WangM_2019.ASD
992	Papillomaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	WangM_2019.ASD
993	Alphaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	WangM_2019.ASD
994	Betaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	WangM_2019.ASD
995	Redondoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	WangM_2019.ASD
996	Tectiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	WangM_2019.ASD
997	Potyviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	WangM_2019.ASD
998	Anelloviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	WangM_2019.ASD
999	Iflaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	WangM_2019.ASD
1000	Secoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	WangM_2019.ASD
1001	Siphoviridae	Control	Disease	0.0738129960343418	0.0787099357148613	0.411762286641144	1.06634251342733	Disease	0.799659267995612	WangQ_2021.BL
1002	unknown	Control	Disease	0.80950008640643	0.80105164660309	0.709534796369035	1.01054668552167	Control	0.899401851415429	WangQ_2021.BL
1003	Myoviridae	Control	Disease	0.0555273231206155	0.0612138839108032	0.357546506069916	1.10241013739912	Disease	0.799659267995612	WangQ_2021.BL
1004	Quimbyviridae	Control	Disease	0.0225545873203698	0.0227490364210767	0.706216860442911	1.00862126617281	Disease	0.899401851415429	WangQ_2021.BL
1005	Podoviridae	Control	Disease	0.00368098859239241	0.00414937213848358	0.188565216219583	1.12724395480583	Disease	0.796333035536371	WangQ_2021.BL
1006	Microviridae	Control	Disease	0.00656444070913462	0.00735095539799231	0.249773703408812	1.11981442497656	Disease	0.796333035536371	WangQ_2021.BL
1007	Podoviridae_crAss-like	Control	Disease	0.0144052673035201	0.0109500862609578	0.334715769695354	1.31553916199561	Control	0.799659267995612	WangQ_2021.BL
1008	Inoviridae	Control	Disease	0.00229768314869684	0.00269225351588013	0.959975316567669	1.1717253170469	Disease	0.992329443977273	WangQ_2021.BL
1009	Salasmaviridae	Control	Disease	0.00203039535313976	0.0012733673080565	0.0628608695282747	1.59450878021888	Control	0.796333035536371	WangQ_2021.BL
1010	Gratiaviridae	Control	Disease	0.00102825485880708	0.000539110523164105	0.719521481132343	1.90731735817756	Control	0.899401851415429	WangQ_2021.BL
1011	Flandersviridae	Control	Disease	0.00386825596954204	0.00522005100523414	0.413034123344733	1.34945852765067	Disease	0.799659267995612	WangQ_2021.BL
1012	Autographiviridae	Control	Disease	0.00392932631550731	0.00134823433022689	0.568763470972333	2.914423870846	Control	0.853145206458499	WangQ_2021.BL
1013	Caulimoviridae	Control	Disease	6.92312650115795e-06	1.04229515638488e-05	0.448928174157488	1.50552666661594	Disease	0.799659267995612	WangQ_2021.BL
1014	Mitoviridae	Control	Disease	1.62642935971857e-05	2.11463680394247e-05	0.540678357249581	1.30017131780527	Disease	0.853145206458499	WangQ_2021.BL
